panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7
-2.639133083317267,1.6400868525467818,2.0333078937179216,-2.745128775561898,-1.0576157085166695,1.533853286016778,-0.5052632721736439
-2.0375831932843247,-1.5147753042158372,0.9926151832017656,-2.7314627825362408,1.1638070057335268,1.2655844054758143,-2.3434368612536605
-0.24576202114825652,-0.8328654115489473,-0.46769175250335593,-2.869324748368623,-0.20537453649003945,2.1415391000410757,-1.1864714978255562
2.2318056318597517,0.7980670132048164,-2.8832905462424834,-2.8646516350136344,0.38716937514906036,2.073795188943227,-1.6465315591998912
-0.10340488303985396,-0.9110145514831571,-0.5239431741243852,-2.881445221275764,-0.3210026826787118,2.0775048762687964,-1.0501954188733755
-0.20481340500792333,-0.8877447191958048,-0.37944456539857363,-2.8981015724102748,-0.20142157497979918,2.0881392174361206,-1.1214392708902676
0.6319407506565708,-1.560185343133278,-0.9822460038092284,-2.812762967815761,-0.9633358349062053,1.5060336483950145,-0.4040458735077528
-1.6261355439644798,-1.4829331654438769,0.9091150482964148,-2.810813948954672,1.0022902516314822,1.4032275225447481,-2.117500464224522
-0.5305249243115107,-0.9083663403930906,0.08638572004396172,-2.9268300618912986,0.1769418133847105,2.0486162687467626,-1.31451629724861
-0.33624363294219384,-0.9316563745942963,-0.06872799277557462,-2.939302657620672,0.027272648768409624,2.0510523646684575,-1.1377445027342743
-1.621239046464276,-1.7052397299859852,0.9151488277038853,-2.8160188049592834,1.0528731905095192,1.2090617483747153,-2.0714088720069412
-1.1577542309426665,-1.2745995210287662,0.7571551053161913,-2.877830984569587,0.7857711548031077,1.6640516335694873,-1.7397971652574125
-0.7846727947022876,-1.0771651785777943,0.5129259320051269,-2.9167742740487212,0.5174776786593176,1.8756488097729154,-1.4624120480215492
-2.532022905811491,1.2543978838939056,2.405050867484295,-2.888925666579308,-0.6941334184540637,1.7213965636227924,-0.3712247440946763
-2.063860410917305,1.6835242974798597,2.2274978007296466,-2.8252969999288187,-0.9710398944490746,1.2789625197711043,-0.008668734091757724
