panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7
0.0264717622482007,-0.8273933365792457,-0.0523199512125915,-2.4368476569094866,-0.0536021052068789,1.6250445079584432,0.6291334740177864
0.0475593725528098,-0.8676157830625225,-0.103485570647448,-2.5085879274806286,-0.1047776063579452,1.676988960588332,0.4905222044565363
0.0636351205099883,-0.9055676688037054,-0.1541547364122505,-2.5718072980282227,-0.1531946059793773,1.7254951403284988,0.3664812168299574
0.0751741738605057,-0.9405484328497808,-0.2045860391396952,-2.626719674024243,-0.1987053749408843,1.7696879072809355,0.2544918991703185
0.0827800668231549,-0.9718927690232418,-0.254700681990211,-2.673592858324931,-0.2412307022474175,1.8090674298894476,0.1525958759729697
0.0871719389808044,-0.999120621696362,-0.3041761992919456,-2.7128492987704376,-0.2807114934261361,1.843503844426692,0.0593464938828135
0.0891331028688765,-1.022010295753116,-0.3525514821091135,-2.745078294019164,-0.3171055569493007,1.873161321142924,-0.0262798798690221
0.0894378781317216,-1.040607474077446,-0.399324591672166,-2.7709990293470623,-0.3504035447609422,1.8983984401927907,-0.1049937104455743
0.0887803426144422,-1.055186481612273,-0.444030589044827,-2.791404179481735,-0.3806447346555975,1.9196764455670163,-0.177301067717673
0.0877240111782064,-1.066183654545222,-0.4862930684896649,-2.8071031886004563,-0.4079234870640657,1.9374899732204025,-0.2435941588673477
0.0866805218959633,-1.0741229464677924,-0.5258491692733755,-2.818875504704179,-0.432385317625419,1.9523222603867736,-0.3042153853791592
0.0859147501949733,-1.0795496995905365,-0.5625525629876604,-2.8274377260245926,-0.4542157423739148,1.9646203008404888,-0.3594951150312571
0.0856862333382668,-1.0848783376651758,-0.6273184304915354,-2.8373815479129827,-0.4908392357286472,1.9831616251205268,-0.4553794389783775
0.0872198844788178,-1.085549863476917,-0.6811399381529494,-2.840952785788612,-0.5195581498537813,1.995718374173976,-0.5340015734754125
0.0900484621954291,-1.0838424819457837,-0.725264101716064,-2.8408849028226224,-0.5420227385563351,2.004183970203245,-0.5980760629542917
0.0954692583966966,-1.079630518089714,-0.7764570796454011,-2.837570700900503,-0.5669515703057819,2.0119998831918555,-0.672283134312557
0.1010472410857094,-1.0752593595663351,-0.8137090128621848,-2.833047615714492,-0.5843819666141703,2.016350702836585,-0.7263518656425305
0.1088819538429597,-1.0694063326600602,-0.8544940115348045,-2.826116806438725,-0.6028430958643916,2.0198304887244984,-0.7857512138174777
0.1227122226882198,-1.0664991009409135,-0.8639778347503265,-2.825503879652925,-0.6123039713505181,2.009660468262379,-0.8246365038490332
0.1375028000948947,-1.0670479668145705,-0.8436214392819982,-2.8323041334657497,-0.6112659164866842,1.9913476847495,-0.834468523603117
0.1515967132806328,-1.070602244362065,-0.8122299128545886,-2.843209205325964,-0.6044800097572021,1.9731296340459807,-0.8288809985705414
0.1657907286383395,-1.0781779123756514,-0.7727827246328199,-2.8585915935946744,-0.5915917300561736,1.9565015375517367,-0.8099910601045381
0.1827892956461209,-1.0883806467319697,-0.7213862856384204,-2.8790289946771823,-0.5695129340202665,1.941459238866398,-0.7712037328416784
0.205957725112156,-1.0972981743924302,-0.6621386502140711,-2.9002304030745263,-0.5394796424222371,1.9293372685326455,-0.7173308860717135
0.2355330763004584,-1.0987666732799763,-0.6106902182441082,-2.9129474936721134,-0.5117972272763601,1.9177605542178904,-0.6749023080439344
0.2670111842454208,-1.0941114946516066,-0.5689924602540986,-2.918699049254241,-0.4890410779326555,1.9067977587556888,-0.6459968306786381
0.3008748231491538,-1.084885430574975,-0.5294792233117612,-2.921144129305017,-0.4660824458930899,1.896632515196576,-0.6189911403197849
0.3428965011285539,-1.0726113918967022,-0.4725666247031332,-2.927765698292905,-0.4243997919823962,1.893938672450955,-0.5559407625636769
0.376466060777716,-1.0593210864788345,-0.4253676715583923,-2.9325721501233946,-0.3851166990833898,1.9013031377567853,-0.4903546752912319
0.4238050533965758,-1.0296015895103112,-0.3764315417586695,-2.927594292231045,-0.3463958131893596,1.906976708298949,-0.4352945499921371
0.4674633912601093,-0.9944471070021518,-0.3381269279088555,-2.916335923379016,-0.3159440627077427,1.910180979428112,-0.3979857928829001
0.5120175464511683,-0.9521126700727058,-0.3005302565409782,-2.900601155970531,-0.2849742911726779,1.91405479272562,-0.3614049730057607
0.5535042431213298,-0.9055079671843096,-0.262169511907782,-2.883021303712527,-0.2499646037671742,1.9221606044797124,-0.3145939503574914
0.596034988504734,-0.8502439123550326,-0.2231511944970732,-2.8600245736049943,-0.2131008026021585,1.933036103281432,-0.2656951117239203
0.6344602695593742,-0.7931186778815139,-0.1904399045337719,-2.832897541902834,-0.1815525253411199,1.9410600882784288,-0.2284360828852049
0.6722616709360418,-0.7300413428742174,-0.1588284355453263,-2.7997623561244853,-0.1533781817358771,1.946163297989948,-0.1978694183560351
0.702381353863099,-0.6730369150136963,-0.1342211108248691,-2.7667187866034246,-0.1330150051496391,1.9449480658331053,-0.1790042952402832
0.7282156579273514,-0.6187754738343823,-0.1131504989239973,-2.7328764441730136,-0.1177584841613624,1.938315540005827,-0.1674479998627914
0.7498689653684285,-0.5702035574530432,-0.0951305235896335,-2.701249586587532,-0.1059784774858883,1.9301652297487857,-0.1598457899689284
0.7716528891579596,-0.5200130647763901,-0.0768630494626294,-2.667936377860885,-0.0940401724383106,1.9217041263722072,-0.1533754627265317
0.7927217161728186,-0.4717331127526845,-0.0584605765797875,-2.6357299998437944,-0.0823326211997114,1.916397565660345,-0.1466379916134003
0.8133901402622232,-0.4225302777209278,-0.0389180626462285,-2.602331845676659,-0.0701534984669112,1.9126778759502296,-0.1367690981124971
0.833339680644844,-0.3687950656336592,-0.0176092964630899,-2.564192135168095,-0.0572638513711824,1.906685691606824,-0.1202531404236936
0.8504610100334355,-0.307703147319548,0.0049501422875962,-2.5184150086126977,-0.0376576911683599,1.896465601011324,-0.0825857164926593
