"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
"[-2.356194490192345, -0.7853981633974483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7853981633974483, 1.5707963267948966]",1685449649
